#Chr	Start	End	ID
chr12	39980872	39981683	chr12-39980872-39981683
chr12	39986165	39987112	chr12-39986165-39987112
chr12	40013082	40015377	chr12-40013082-40015377
chr12	40016228	40016388	chr12-40016228-40016388
chr12	40021623	40024023	chr12-40021623-40024023
chr12	40026497	40026752	chr12-40026497-40026752
chr12	40041184	40041618	chr12-40041184-40041618
chr12	40063087	40063967	chr12-40063087-40063967
chr12	40076487	40077771	chr12-40076487-40077771
chr12	40079867	40080326	chr12-40079867-40080326
chr12	40417511	40418336	chr12-40417511-40418336
chr12	40459057	40459483	chr12-40459057-40459483
chr12	40498923	40500614	chr12-40498923-40500614
chr12	40500681	40501846	chr12-40500681-40501846
chr12	40513335	40513450	chr12-40513335-40513450
chr12	40539282	40539948	chr12-40539282-40539948
chr12	40540725	40541776	chr12-40540725-40541776
chr12	40547624	40547819	chr12-40547624-40547819
chr12	40595314	40595410	chr12-40595314-40595410
chr12	42417710	42418457	chr12-42417710-42418457
chr12	42512450	42512606	chr12-42512450-42512606
chr12	42518815	42519923	chr12-42518815-42519923
chr12	42523518	42523737	chr12-42523518-42523737
chr12	42537792	42539259	chr12-42537792-42539259
chr12	42556542	42557279	chr12-42556542-42557279
chr12	42574897	42575369	chr12-42574897-42575369
chr12	42607849	42608004	chr12-42607849-42608004
chr12	42615694	42616117	chr12-42615694-42616117
chr12	42625623	42626223	chr12-42625623-42626223
chr12	42631120	42631572	chr12-42631120-42631572
chr12	42631669	42632837	chr12-42631669-42632837
chr12	42719531	42721001	chr12-42719531-42721001
chr12	42733847	42734217	chr12-42733847-42734217
chr12	42738794	42739023	chr12-42738794-42739023
chr12	42754501	42754709	chr12-42754501-42754709
chr12	42759358	42759466	chr12-42759358-42759466
chr12	42797601	42797703	chr12-42797601-42797703
chr12	43838689	43839160	chr12-43838689-43839160
chr12	44095054	44095697	chr12-44095054-44095697
chr12	44152160	44153479	chr12-44152160-44153479
chr12	44170263	44170925	chr12-44170263-44170925
chr12	44183922	44184188	chr12-44183922-44184188
chr12	44184393	44185111	chr12-44184393-44185111
chr12	44199163	44200711	chr12-44199163-44200711
chr12	44226245	44226611	chr12-44226245-44226611
chr12	44229223	44230618	chr12-44229223-44230618
chr12	44275963	44276966	chr12-44275963-44276966
chr12	44894544	44895020	chr12-44894544-44895020
chr12	44899431	44899657	chr12-44899431-44899657
chr12	44936642	44936775	chr12-44936642-44936775
chr12	44964977	44965096	chr12-44964977-44965096
chr12	45070975	45072289	chr12-45070975-45072289
chr12	45146896	45147070	chr12-45146896-45147070
chr12	45189091	45189193	chr12-45189091-45189193
chr12	45211430	45211490	chr12-45211430-45211490
chr12	45230686	45231505	chr12-45230686-45231505
chr12	45236341	45236854	chr12-45236341-45236854
chr12	45241295	45242742	chr12-45241295-45242742
chr12	45249660	45249868	chr12-45249660-45249868
chr12	45257466	45258593	chr12-45257466-45258593
chr12	45263399	45263563	chr12-45263399-45263563
chr12	45267799	45268148	chr12-45267799-45268148
chr12	45268688	45270949	chr12-45268688-45270949
chr12	45608713	45610804	chr12-45608713-45610804
chr12	45863426	45864161	chr12-45863426-45864161
chr12	45911999	45912874	chr12-45911999-45912874
chr12	46114001	46114232	chr12-46114001-46114232
chr12	46120814	46123010	chr12-46120814-46123010
chr12	46123531	46123984	chr12-46123531-46123984
chr12	46152431	46152560	chr12-46152431-46152560
chr12	46368462	46368704	chr12-46368462-46368704
chr12	46374977	46375050	chr12-46374977-46375050
chr12	46547240	46547421	chr12-46547240-46547421
chr12	46571435	46572365	chr12-46571435-46572365
chr12	46573507	46574093	chr12-46573507-46574093
chr12	46613405	46613923	chr12-46613405-46613923
chr12	46639555	46640586	chr12-46639555-46640586
chr12	46653551	46653880	chr12-46653551-46653880
chr12	46661851	46664031	chr12-46661851-46664031
chr12	46764887	46767883	chr12-46764887-46767883
chr12	46776678	46778087	chr12-46776678-46778087
chr12	46793111	46793693	chr12-46793111-46793693
chr12	46824169	46824583	chr12-46824169-46824583
chr12	46849760	46849907	chr12-46849760-46849907
chr12	46943708	46943887	chr12-46943708-46943887
chr12	46979419	46980256	chr12-46979419-46980256
chr12	47071717	47071800	chr12-47071717-47071800
chr12	47727758	47728559	chr12-47727758-47728559
chr12	48134883	48136396	chr12-48134883-48136396
chr12	48152441	48153412	chr12-48152441-48153412
chr12	48160467	48161324	chr12-48160467-48161324
chr12	48166721	48167749	chr12-48166721-48167749
chr12	48172864	48173590	chr12-48172864-48173590
chr12	48204156	48204645	chr12-48204156-48204645
chr12	48213706	48214308	chr12-48213706-48214308
chr12	48217876	48218528	chr12-48217876-48218528
chr12	48226760	48227580	chr12-48226760-48227580
chr12	48297728	48299564	chr12-48297728-48299564
chr12	48336256	48336374	chr12-48336256-48336374
chr12	48357005	48358015	chr12-48357005-48358015
chr12	48499023	48500535	chr12-48499023-48500535
chr12	48550729	48552102	chr12-48550729-48552102
chr12	48576561	48577795	chr12-48576561-48577795
chr12	48591366	48592649	chr12-48591366-48592649
chr12	48743827	48745286	chr12-48743827-48745286
chr12	49211792	49212658	chr12-49211792-49212658
chr12	49667063	49667184	chr12-49667063-49667184
chr12	49736045	49736858	chr12-49736045-49736858
chr12	50676911	50677835	chr12-50676911-50677835
chr12	51402865	51403473	chr12-51402865-51403473
chr12	51610880	51611278	chr12-51610880-51611278
chr12	51663126	51664967	chr12-51663126-51664967
chr12	51783243	51783637	chr12-51783243-51783637
chr12	51784863	51785988	chr12-51784863-51785988
chr12	51786345	51786713	chr12-51786345-51786713
chr12	51787782	51788519	chr12-51787782-51788519
chr12	51818244	51819315	chr12-51818244-51819315
chr12	52214130	52215452	chr12-52214130-52215452
chr12	52344843	52346018	chr12-52344843-52346018
chr12	52400333	52401921	chr12-52400333-52401921
chr12	52545621	52546439	chr12-52545621-52546439
chr12	53447478	53448554	chr12-53447478-53448554
chr12	53492960	53493452	chr12-53492960-53493452
chr12	54132047	54132874	chr12-54132047-54132874
chr12	54798212	54798641	chr12-54798212-54798641
chr12	54822684	54822792	chr12-54822684-54822792
chr12	54953907	54954823	chr12-54953907-54954823
chr12	55119167	55119254	chr12-55119167-55119254
chr12	55361102	55362631	chr12-55361102-55362631
chr12	56118392	56118879	chr12-56118392-56118879
chr12	56537117	56537255	chr12-56537117-56537255
chr12	56732459	56733109	chr12-56732459-56733109
chr12	56881370	56882567	chr12-56881370-56882567
chr12	56975135	56976144	chr12-56975135-56976144
chr12	57984483	57985585	chr12-57984483-57985585
chr12	58021271	58021783	chr12-58021271-58021783
chr12	58148022	58148748	chr12-58148022-58148748
chr12	58165422	58166730	chr12-58165422-58166730
chr12	58238887	58240256	chr12-58238887-58240256
chr12	58240329	58241194	chr12-58240329-58241194
chr12	58258688	58259680	chr12-58258688-58259680
chr12	58329581	58330239	chr12-58329581-58330239
chr12	59796824	59797535	chr12-59796824-59797535
chr12	59801872	59801946	chr12-59801872-59801946
chr12	59802331	59802720	chr12-59802331-59802720
chr12	59810236	59810350	chr12-59810236-59810350
chr12	59825182	59825503	chr12-59825182-59825503
chr12	59838671	59839288	chr12-59838671-59839288
chr12	59942463	59943067	chr12-59942463-59943067
chr12	59950408	59950603	chr12-59950408-59950603
chr12	59971991	59972905	chr12-59971991-59972905
chr12	59989424	59990940	chr12-59989424-59990940
chr12	59991073	59991579	chr12-59991073-59991579
chr12	60009343	60009968	chr12-60009343-60009968
chr12	60013175	60014070	chr12-60013175-60014070
chr12	60044198	60045656	chr12-60044198-60045656
chr12	60063741	60063919	chr12-60063741-60063919
chr12	60088542	60088837	chr12-60088542-60088837
chr12	60088974	60089233	chr12-60088974-60089233
chr12	60202004	60202908	chr12-60202004-60202908
chr12	60243873	60244001	chr12-60243873-60244001
chr12	62048519	62048904	chr12-62048519-62048904
chr12	62170753	62171407	chr12-62170753-62171407
chr12	62248759	62248881	chr12-62248759-62248881
chr12	62264427	62265327	chr12-62264427-62265327
chr12	62270747	62270945	chr12-62270747-62270945
chr12	62385567	62385834	chr12-62385567-62385834
chr12	62386211	62386445	chr12-62386211-62386445
chr12	62387432	62388026	chr12-62387432-62388026
chr12	62399865	62400381	chr12-62399865-62400381
chr12	62517585	62517880	chr12-62517585-62517880
chr12	62584787	62586904	chr12-62584787-62586904
chr12	62652922	62655305	chr12-62652922-62655305
chr12	62669994	62670154	chr12-62669994-62670154
chr12	62690843	62691159	chr12-62690843-62691159
chr12	62728977	62729332	chr12-62728977-62729332
chr12	62740862	62741061	chr12-62740862-62741061
chr12	62741786	62742077	chr12-62741786-62742077
chr12	62805905	62806031	chr12-62805905-62806031
chr12	62859867	62861476	chr12-62859867-62861476
chr12	62916893	62916976	chr12-62916893-62916976
chr12	62996189	62997915	chr12-62996189-62997915
chr12	64061744	64063269	chr12-64061744-64063269
chr12	64173096	64174469	chr12-64173096-64174469
chr12	64237262	64238714	chr12-64237262-64238714
chr12	64615362	64616630	chr12-64615362-64616630
chr12	64649632	64650566	chr12-64649632-64650566
chr12	64793931	64793998	chr12-64793931-64793998
chr12	64797664	64799095	chr12-64797664-64799095
chr12	64839994	64840435	chr12-64839994-64840435
chr12	64845357	64847015	chr12-64845357-64847015
chr12	64943252	64943785	chr12-64943252-64943785
chr12	65002635	65006006	chr12-65002635-65006006
chr12	65019071	65019793	chr12-65019071-65019793
chr12	65026825	65026938	chr12-65026825-65026938
chr12	65027478	65028175	chr12-65027478-65028175
chr12	65037059	65037119	chr12-65037059-65037119
chr12	65043965	65044066	chr12-65043965-65044066
chr12	65044150	65044237	chr12-65044150-65044237
chr12	65059279	65059768	chr12-65059279-65059768
chr12	65072977	65073911	chr12-65072977-65073911
chr12	65075606	65075751	chr12-65075606-65075751
chr12	65077900	65079097	chr12-65077900-65079097
chr12	65081580	65082234	chr12-65081580-65082234
chr12	65091739	65092566	chr12-65091739-65092566
chr12	65095225	65095291	chr12-65095225-65095291
chr12	65146808	65147009	chr12-65146808-65147009
chr12	65152524	65153720	chr12-65152524-65153720
chr12	65154572	65154902	chr12-65154572-65154902
chr12	65562619	65564600	chr12-65562619-65564600
chr12	65586828	65587176	chr12-65586828-65587176
chr12	65602262	65603899	chr12-65602262-65603899
chr12	65610596	65611119	chr12-65610596-65611119
chr12	66315959	66316105	chr12-66315959-66316105
chr12	66523930	66525294	chr12-66523930-66525294
chr12	66543738	66543978	chr12-66543738-66543978
chr12	66562872	66564188	chr12-66562872-66564188
chr12	66628729	66629610	chr12-66628729-66629610
chr12	66672890	66673696	chr12-66672890-66673696
chr12	66681613	66682505	chr12-66681613-66682505
chr12	66684380	66685155	chr12-66684380-66685155
chr12	66695674	66696857	chr12-66695674-66696857
chr12	66705876	66706547	chr12-66705876-66706547
chr12	66715247	66715314	chr12-66715247-66715314
chr12	67207639	67207707	chr12-67207639-67207707
chr12	67268993	67269165	chr12-67268993-67269165
chr12	67294906	67295637	chr12-67294906-67295637
chr12	67319011	67319112	chr12-67319011-67319112
chr12	67358100	67358886	chr12-67358100-67358886
chr12	67462700	67463813	chr12-67462700-67463813
chr12	67662247	67664015	chr12-67662247-67664015
chr12	67678752	67679107	chr12-67678752-67679107
chr12	67749535	67750206	chr12-67749535-67750206
chr12	67819732	67820151	chr12-67819732-67820151
chr12	67835337	67836019	chr12-67835337-67836019
chr12	67876697	67878951	chr12-67876697-67878951
chr12	67948831	67949698	chr12-67948831-67949698
chr12	67972485	67973704	chr12-67972485-67973704
chr12	67983969	67984711	chr12-67983969-67984711
chr12	68023864	68025078	chr12-68023864-68025078
chr12	68041178	68042371	chr12-68041178-68042371
chr12	68042476	68043904	chr12-68042476-68043904
chr12	68053462	68053531	chr12-68053462-68053531
chr12	68055195	68055552	chr12-68055195-68055552
chr12	68086051	68086172	chr12-68086051-68086172
chr12	68091127	68091731	chr12-68091127-68091731
chr12	68197682	68198475	chr12-68197682-68198475
chr12	68221200	68222300	chr12-68221200-68222300
chr12	68309288	68309379	chr12-68309288-68309379
chr12	68336907	68337533	chr12-68336907-68337533
chr12	68382858	68383631	chr12-68382858-68383631
chr12	68384659	68385532	chr12-68384659-68385532
chr12	68507406	68507724	chr12-68507406-68507724
chr12	68569024	68570255	chr12-68569024-68570255
chr12	68597160	68597860	chr12-68597160-68597860
chr12	68616787	68617462	chr12-68616787-68617462
chr12	68630163	68630944	chr12-68630163-68630944
chr12	68653089	68653606	chr12-68653089-68653606
chr12	68725512	68726674	chr12-68725512-68726674
chr12	68752397	68753205	chr12-68752397-68753205
chr12	68758612	68759711	chr12-68758612-68759711
chr12	68814044	68814873	chr12-68814044-68814873
chr12	68835093	68835379	chr12-68835093-68835379
chr12	68890773	68891938	chr12-68890773-68891938
chr12	68959188	68959683	chr12-68959188-68959683
chr12	68971702	68972025	chr12-68971702-68972025
chr12	68981102	68981636	chr12-68981102-68981636
chr12	68992516	68993494	chr12-68992516-68993494
chr12	69003906	69005090	chr12-69003906-69005090
chr12	69018645	69018731	chr12-69018645-69018731
chr12	69060420	69060742	chr12-69060420-69060742
chr12	69080205	69081360	chr12-69080205-69081360
chr12	69139346	69140743	chr12-69139346-69140743
chr12	69186610	69187300	chr12-69186610-69187300
chr12	69201122	69202380	chr12-69201122-69202380
chr12	69223513	69224583	chr12-69223513-69224583
chr12	69550506	69551422	chr12-69550506-69551422
chr12	69632723	69634292	chr12-69632723-69634292
chr12	69665827	69665970	chr12-69665827-69665970
chr12	69668720	69669949	chr12-69668720-69669949
chr12	69672668	69672735	chr12-69672668-69672735
chr12	69723566	69725413	chr12-69723566-69725413
chr12	69751207	69751689	chr12-69751207-69751689
chr12	69753154	69754324	chr12-69753154-69754324
chr12	69863761	69864790	chr12-69863761-69864790
chr12	69978781	69979996	chr12-69978781-69979996
chr12	70033023	70033647	chr12-70033023-70033647
chr12	70113664	70113860	chr12-70113664-70113860
chr12	70132146	70133854	chr12-70132146-70133854
chr12	70636389	70638369	chr12-70636389-70638369
chr12	70651022	70651101	chr12-70651022-70651101
chr12	70654715	70654921	chr12-70654715-70654921
chr12	70759097	70761228	chr12-70759097-70761228
chr12	71116731	71117094	chr12-71116731-71117094
chr12	71809172	71810029	chr12-71809172-71810029
chr12	71897572	71898182	chr12-71897572-71898182
chr12	72056572	72058505	chr12-72056572-72058505
chr12	72079429	72080693	chr12-72079429-72080693
chr12	72085454	72085634	chr12-72085454-72085634
chr12	72140702	72141403	chr12-72140702-72141403
chr12	72148126	72149548	chr12-72148126-72149548
chr12	72160051	72160254	chr12-72160051-72160254
chr12	72162194	72162290	chr12-72162194-72162290
chr12	72221151	72221237	chr12-72221151-72221237
chr12	72233040	72234489	chr12-72233040-72234489
chr12	72263165	72263562	chr12-72263165-72263562
chr12	73728080	73728681	chr12-73728080-73728681
chr12	74415752	74415920	chr12-74415752-74415920
chr12	74816562	74816627	chr12-74816562-74816627
chr12	74837205	74837419	chr12-74837205-74837419
chr12	74874973	74876587	chr12-74874973-74876587
chr12	74883282	74884824	chr12-74883282-74884824
chr12	74912704	74913302	chr12-74912704-74913302
chr12	74921828	74922345	chr12-74921828-74922345
chr12	74930990	74932875	chr12-74930990-74932875
chr12	75020638	75020786	chr12-75020638-75020786
chr12	75079099	75079163	chr12-75079099-75079163
chr12	75082642	75083325	chr12-75082642-75083325
chr12	75100430	75100552	chr12-75100430-75100552
chr12	75105017	75105349	chr12-75105017-75105349
chr12	75122139	75122628	chr12-75122139-75122628
chr12	75126528	75126976	chr12-75126528-75126976
chr12	75141223	75141745	chr12-75141223-75141745
chr12	75174396	75174900	chr12-75174396-75174900
chr12	75196963	75197415	chr12-75196963-75197415
chr12	75211566	75211654	chr12-75211566-75211654
chr12	75238466	75238680	chr12-75238466-75238680
chr12	75241470	75242369	chr12-75241470-75242369
chr12	75243318	75244006	chr12-75243318-75244006
chr12	75265506	75265597	chr12-75265506-75265597
chr12	75283514	75284358	chr12-75283514-75284358
chr12	75285792	75287016	chr12-75285792-75287016
chr12	75291246	75291987	chr12-75291246-75291987
chr12	75293181	75293590	chr12-75293181-75293590
chr12	75293630	75293700	chr12-75293630-75293700
chr12	75293802	75294753	chr12-75293802-75294753
chr12	75304040	75304268	chr12-75304040-75304268
chr12	75324596	75324835	chr12-75324596-75324835
chr12	75324859	75325051	chr12-75324859-75325051
chr12	75339410	75340512	chr12-75339410-75340512
chr12	75369744	75369973	chr12-75369744-75369973
chr12	75378535	75379315	chr12-75378535-75379315
chr12	75393191	75394484	chr12-75393191-75394484
chr12	75446046	75446633	chr12-75446046-75446633
chr12	75452186	75452825	chr12-75452186-75452825
chr12	75474266	75474806	chr12-75474266-75474806
chr12	75480899	75482031	chr12-75480899-75482031
chr12	75492270	75492706	chr12-75492270-75492706
chr12	75535598	75535785	chr12-75535598-75535785
chr12	75553606	75553733	chr12-75553606-75553733
chr12	75564405	75564993	chr12-75564405-75564993
chr12	75583846	75583962	chr12-75583846-75583962
chr12	75681018	75681509	chr12-75681018-75681509
chr12	75705693	75706280	chr12-75705693-75706280
chr12	75723608	75724420	chr12-75723608-75724420
chr12	75727824	75728754	chr12-75727824-75728754
chr12	75738765	75738868	chr12-75738765-75738868
chr12	75782990	75783835	chr12-75782990-75783835
chr12	75784351	75785386	chr12-75784351-75785386
chr12	75789646	75789795	chr12-75789646-75789795
chr12	75789889	75790580	chr12-75789889-75790580
chr12	75796589	75796805	chr12-75796589-75796805
chr12	75809033	75809183	chr12-75809033-75809183
chr12	75831293	75831966	chr12-75831293-75831966
chr12	75832098	75832549	chr12-75832098-75832549
chr12	75853291	75854037	chr12-75853291-75854037
chr12	75871947	75872790	chr12-75871947-75872790
chr12	75873711	75875211	chr12-75873711-75875211
chr12	75879193	75879297	chr12-75879193-75879297
chr12	75883409	75883680	chr12-75883409-75883680
chr12	75886782	75887022	chr12-75886782-75887022
chr12	75887147	75887521	chr12-75887147-75887521
chr12	75904648	75905866	chr12-75904648-75905866
chr12	75920481	75921172	chr12-75920481-75921172
chr12	75953895	75954206	chr12-75953895-75954206
chr12	75975592	75975830	chr12-75975592-75975830
chr12	76017660	76017714	chr12-76017660-76017714
chr12	76022862	76022993	chr12-76022862-76022993
chr12	76029371	76030104	chr12-76029371-76030104
chr12	76034667	76035359	chr12-76034667-76035359
chr12	76048772	76049721	chr12-76048772-76049721
chr12	76052714	76053036	chr12-76052714-76053036
chr12	76116218	76117167	chr12-76116218-76117167
chr12	76208695	76209645	chr12-76208695-76209645
chr12	76241099	76241973	chr12-76241099-76241973
chr12	76327926	76329049	chr12-76327926-76329049
chr12	76337705	76338878	chr12-76337705-76338878
chr12	76358063	76358213	chr12-76358063-76358213
chr12	76371538	76372391	chr12-76371538-76372391
chr12	76372528	76373499	chr12-76372528-76373499
chr12	76378394	76379226	chr12-76378394-76379226
chr12	76413939	76415277	chr12-76413939-76415277
chr12	76423920	76424445	chr12-76423920-76424445
chr12	76424642	76426336	chr12-76424642-76426336
chr12	76430781	76431413	chr12-76430781-76431413
chr12	76450795	76450961	chr12-76450795-76450961
chr12	76451034	76451344	chr12-76451034-76451344
chr12	76460613	76460754	chr12-76460613-76460754
chr12	76477505	76479508	chr12-76477505-76479508
chr12	76537108	76538359	chr12-76537108-76538359
chr12	76552237	76553179	chr12-76552237-76553179
chr12	76577161	76577413	chr12-76577161-76577413
chr12	76741667	76742715	chr12-76741667-76742715
chr12	76836421	76836790	chr12-76836421-76836790
chr12	76838178	76839050	chr12-76838178-76839050
chr12	76854882	76854954	chr12-76854882-76854954
chr12	76864283	76865016	chr12-76864283-76865016
chr12	76874532	76874753	chr12-76874532-76874753
chr12	76882667	76883198	chr12-76882667-76883198
chr12	76902572	76903252	chr12-76902572-76903252
chr12	76913420	76913600	chr12-76913420-76913600
chr12	76923135	76924205	chr12-76923135-76924205
chr12	76935564	76936794	chr12-76935564-76936794
chr12	76938781	76938878	chr12-76938781-76938878
chr12	76950273	76950404	chr12-76950273-76950404
chr12	76952264	76954062	chr12-76952264-76954062
chr12	76961857	76962002	chr12-76961857-76962002
chr12	76963283	76964238	chr12-76963283-76964238
chr12	76980312	76981173	chr12-76980312-76981173
chr12	77005620	77005775	chr12-77005620-77005775
chr12	77005783	77005903	chr12-77005783-77005903
chr12	77014984	77015879	chr12-77014984-77015879
chr12	77059439	77059717	chr12-77059439-77059717
chr12	77064294	77064354	chr12-77064294-77064354
chr12	77067081	77067527	chr12-77067081-77067527
chr12	77074767	77074845	chr12-77074767-77074845
chr12	77102770	77102874	chr12-77102770-77102874
chr12	77157269	77158774	chr12-77157269-77158774
chr12	77181716	77181918	chr12-77181716-77181918
chr12	77182906	77185021	chr12-77182906-77185021
chr12	77214692	77214886	chr12-77214692-77214886
chr12	77407191	77407391	chr12-77407191-77407391
chr12	77425553	77426689	chr12-77425553-77426689
chr12	77435741	77435989	chr12-77435741-77435989
chr12	77481474	77481662	chr12-77481474-77481662
chr12	80220242	80220584	chr12-80220242-80220584
chr12	80229036	80229167	chr12-80229036-80229167
chr12	80255424	80255865	chr12-80255424-80255865
chr12	80263173	80263326	chr12-80263173-80263326
chr12	80275082	80275631	chr12-80275082-80275631
chr12	80280557	80281381	chr12-80280557-80281381
chr12	80283000	80283383	chr12-80283000-80283383
chr12	80289358	80289865	chr12-80289358-80289865
chr12	80309370	80309856	chr12-80309370-80309856
chr12	80314531	80315428	chr12-80314531-80315428
chr12	80327704	80329720	chr12-80327704-80329720
chr12	80376042	80376103	chr12-80376042-80376103
chr12	80384537	80385012	chr12-80384537-80385012
chr12	80445609	80445922	chr12-80445609-80445922
chr12	80569237	80569717	chr12-80569237-80569717
chr12	80580299	80580942	chr12-80580299-80580942
chr12	81913838	81914652	chr12-81913838-81914652
chr12	81979020	81979628	chr12-81979020-81979628
chr12	82038084	82038921	chr12-82038084-82038921
chr12	82039689	82040184	chr12-82039689-82040184
chr12	82046905	82047080	chr12-82046905-82047080
chr12	82077819	82077877	chr12-82077819-82077877
chr12	82127517	82127951	chr12-82127517-82127951
chr12	82136765	82137129	chr12-82136765-82137129
chr12	82152107	82152879	chr12-82152107-82152879
chr12	82152989	82153568	chr12-82152989-82153568
chr12	82169675	82170230	chr12-82169675-82170230
chr12	82177343	82177594	chr12-82177343-82177594
chr12	82188750	82189103	chr12-82188750-82189103
chr12	82190620	82191304	chr12-82190620-82191304
chr12	82203938	82204478	chr12-82203938-82204478
chr12	82209503	82209668	chr12-82209503-82209668
chr12	82228823	82228914	chr12-82228823-82228914
chr12	82229130	82229276	chr12-82229130-82229276
chr12	82234225	82234627	chr12-82234225-82234627
chr12	82253824	82254859	chr12-82253824-82254859
chr12	82265864	82266550	chr12-82265864-82266550
chr12	82278346	82278916	chr12-82278346-82278916
chr12	82297077	82297277	chr12-82297077-82297277
chr12	82335733	82336996	chr12-82335733-82336996
chr12	82343578	82344159	chr12-82343578-82344159
chr12	82357599	82357754	chr12-82357599-82357754
chr12	82368188	82368352	chr12-82368188-82368352
chr12	82368529	82368949	chr12-82368529-82368949
chr12	82386169	82386869	chr12-82386169-82386869
chr12	82424126	82424553	chr12-82424126-82424553
chr12	82743578	82743751	chr12-82743578-82743751
chr12	82745169	82745429	chr12-82745169-82745429
chr12	82751680	82753148	chr12-82751680-82753148
chr12	83028521	83028800	chr12-83028521-83028800
chr12	83031860	83032391	chr12-83031860-83032391
chr12	83037523	83038215	chr12-83037523-83038215
chr12	83044263	83044956	chr12-83044263-83044956
chr12	83059689	83059755	chr12-83059689-83059755
chr12	83090895	83091005	chr12-83090895-83091005
chr12	83409376	83410241	chr12-83409376-83410241
chr12	83436154	83436225	chr12-83436154-83436225
chr12	84217390	84218076	chr12-84217390-84218076
chr12	88054926	88056345	chr12-88054926-88056345
chr12	88061334	88061428	chr12-88061334-88061428
chr12	88389318	88389822	chr12-88389318-88389822
chr12	88417968	88418387	chr12-88417968-88418387
chr12	88428880	88430072	chr12-88428880-88430072
chr12	88435839	88436321	chr12-88435839-88436321
chr12	88444430	88444873	chr12-88444430-88444873
chr12	88444998	88445274	chr12-88444998-88445274
chr12	88445532	88445705	chr12-88445532-88445705
chr12	88629411	88629535	chr12-88629411-88629535
chr12	89390477	89390654	chr12-89390477-89390654
chr12	89410871	89411409	chr12-89410871-89411409
chr12	89413070	89413943	chr12-89413070-89413943
chr12	89432838	89432900	chr12-89432838-89432900
chr12	89433789	89434599	chr12-89433789-89434599
chr12	89444637	89445517	chr12-89444637-89445517
chr12	89453026	89453234	chr12-89453026-89453234
chr12	89562183	89562297	chr12-89562183-89562297
chr12	89588054	89588157	chr12-89588054-89588157
chr12	89588290	89589064	chr12-89588290-89589064
chr12	89594453	89594697	chr12-89594453-89594697
chr12	89605876	89606514	chr12-89605876-89606514
chr12	89609887	89610092	chr12-89609887-89610092
chr12	89618896	89619843	chr12-89618896-89619843
chr12	89625628	89625692	chr12-89625628-89625692
chr12	89629210	89630023	chr12-89629210-89630023
chr12	89638325	89639720	chr12-89638325-89639720
chr12	89700658	89701264	chr12-89700658-89701264
chr12	89701412	89702170	chr12-89701412-89702170
chr12	89744996	89748519	chr12-89744996-89748519
chr12	89855166	89856377	chr12-89855166-89856377
chr12	89864451	89864938	chr12-89864451-89864938
chr12	89868384	89869202	chr12-89868384-89869202
chr12	89871158	89871960	chr12-89871158-89871960
chr12	89900559	89900782	chr12-89900559-89900782
chr12	89918044	89920277	chr12-89918044-89920277
chr12	89923657	89923932	chr12-89923657-89923932
chr12	89955919	89956009	chr12-89955919-89956009
chr12	89970407	89970747	chr12-89970407-89970747
chr12	89976560	89977522	chr12-89976560-89977522
chr12	89986538	89986662	chr12-89986538-89986662
chr12	89987426	89987637	chr12-89987426-89987637
chr12	89989533	89989764	chr12-89989533-89989764
chr12	89991202	89991447	chr12-89991202-89991447
chr12	89991677	89992041	chr12-89991677-89992041
chr12	89999438	89999644	chr12-89999438-89999644
chr12	89999841	90000048	chr12-89999841-90000048
chr12	90005683	90005749	chr12-90005683-90005749
chr12	90011754	90012580	chr12-90011754-90012580
chr12	90017309	90017947	chr12-90017309-90017947
chr12	90022329	90022595	chr12-90022329-90022595
chr12	90031227	90031313	chr12-90031227-90031313
chr12	90040211	90040309	chr12-90040211-90040309
chr12	90050260	90050352	chr12-90050260-90050352
chr12	90055361	90056033	chr12-90055361-90056033
chr12	90057374	90058559	chr12-90057374-90058559
chr12	90059556	90059688	chr12-90059556-90059688
chr12	90065247	90065396	chr12-90065247-90065396
chr12	90065465	90066320	chr12-90065465-90066320
chr12	90067881	90068625	chr12-90067881-90068625
chr12	90070050	90070233	chr12-90070050-90070233
chr12	90072002	90072479	chr12-90072002-90072479
chr12	90077062	90077367	chr12-90077062-90077367
chr12	90078140	90078301	chr12-90078140-90078301
chr12	90078338	90078473	chr12-90078338-90078473
chr12	90081791	90082920	chr12-90081791-90082920
chr12	90084894	90085091	chr12-90084894-90085091
chr12	90088754	90089287	chr12-90088754-90089287
chr12	90089855	90090102	chr12-90089855-90090102
chr12	90090586	90090661	chr12-90090586-90090661
chr12	90094640	90095025	chr12-90094640-90095025
chr12	90127218	90127890	chr12-90127218-90127890
chr12	90139749	90139960	chr12-90139749-90139960
chr12	90177596	90177812	chr12-90177596-90177812
chr12	90191122	90191235	chr12-90191122-90191235
chr12	90225265	90225597	chr12-90225265-90225597
chr12	90232718	90232807	chr12-90232718-90232807
chr12	90237608	90237694	chr12-90237608-90237694
chr12	90253424	90253687	chr12-90253424-90253687
chr12	90256532	90258136	chr12-90256532-90258136
chr12	90269187	90269299	chr12-90269187-90269299
chr12	90272846	90273118	chr12-90272846-90273118
chr12	90275903	90276081	chr12-90275903-90276081
chr12	90311948	90312619	chr12-90311948-90312619
chr12	90328808	90328903	chr12-90328808-90328903
chr12	90329409	90330005	chr12-90329409-90330005
chr12	90331082	90331203	chr12-90331082-90331203
chr12	90336397	90337460	chr12-90336397-90337460
chr12	90341890	90341990	chr12-90341890-90341990
