#Chr	Start	End	ID
chr1	143534650	143534925	chr1-143534650-143534925
chr1	143950763	143950865	chr1-143950763-143950865
chr1	143953470	143953903	chr1-143953470-143953903
chr1	143967218	143967561	chr1-143967218-143967561
chr1	143992019	143993157	chr1-143992019-143993157
chr1	143998296	143999267	chr1-143998296-143999267
chr1	144573523	144573675	chr1-144573523-144573675
chr1	144582271	144584425	chr1-144582271-144584425
chr1	144948413	144948977	chr1-144948413-144948977
chr1	144982430	144983568	chr1-144982430-144983568
chr1	144991762	144992021	chr1-144991762-144992021
chr1	145022361	145022456	chr1-145022361-145022456
chr1	145119584	145119832	chr1-145119584-145119832
chr1	145129386	145130375	chr1-145129386-145130375
chr1	145144551	145144949	chr1-145144551-145144949
chr1	145173355	145173556	chr1-145173355-145173556
chr1	145201865	145201941	chr1-145201865-145201941
chr1	145262731	145262885	chr1-145262731-145262885
chr1	145292091	145292240	chr1-145292091-145292240
chr1	145346587	145346661	chr1-145346587-145346661
chr1	145542949	145543317	chr1-145542949-145543317
chr1	145562485	145563305	chr1-145562485-145563305
chr1	145616630	145616960	chr1-145616630-145616960
chr1	145713352	145714692	chr1-145713352-145714692
chr1	145715183	145715780	chr1-145715183-145715780
chr1	145717755	145718466	chr1-145717755-145718466
chr1	145743881	145744838	chr1-145743881-145744838
chr1	145745290	145745691	chr1-145745290-145745691
chr1	145758876	145760047	chr1-145758876-145760047
chr1	145790478	145791128	chr1-145790478-145791128
chr1	145792933	145793003	chr1-145792933-145793003
chr1	145797805	145797870	chr1-145797805-145797870
chr1	145895240	145895314	chr1-145895240-145895314
chr1	145897029	145897827	chr1-145897029-145897827
chr1	145928552	145929471	chr1-145928552-145929471
chr1	145990511	145991953	chr1-145990511-145991953
chr1	146003934	146004175	chr1-146003934-146004175
chr1	146008260	146008930	chr1-146008260-146008930
chr1	146314203	146314297	chr1-146314203-146314297
chr1	146705009	146705116	chr1-146705009-146705116
chr1	147421386	147422270	chr1-147421386-147422270
chr1	147436949	147437013	chr1-147436949-147437013
chr1	147438721	147439604	chr1-147438721-147439604
chr1	147470211	147471001	chr1-147470211-147471001
chr1	147532248	147533727	chr1-147532248-147533727
chr1	147545704	147545906	chr1-147545704-147545906
chr1	147551062	147552039	chr1-147551062-147552039
chr1	147710072	147710494	chr1-147710072-147710494
chr1	147725708	147725792	chr1-147725708-147725792
chr1	148359975	148360158	chr1-148359975-148360158
chr1	148541741	148543808	chr1-148541741-148543808
chr1	148548548	148549217	chr1-148548548-148549217
chr1	148846410	148846519	chr1-148846410-148846519
chr1	148851364	148851502	chr1-148851364-148851502
chr1	148901938	148902256	chr1-148901938-148902256
chr1	148928362	148928665	chr1-148928362-148928665
chr1	149131969	149132063	chr1-149131969-149132063
chr1	149132576	149133515	chr1-149132576-149133515
chr1	149311242	149311308	chr1-149311242-149311308
chr1	149743766	149743912	chr1-149743766-149743912
chr1	149753075	149753438	chr1-149753075-149753438
chr1	149812427	149814984	chr1-149812427-149814984
chr1	149821923	149824522	chr1-149821923-149824522
chr1	149899322	149900453	chr1-149899322-149900453
chr1	149934052	149934404	chr1-149934052-149934404
chr1	150081529	150082837	chr1-150081529-150082837
chr1	150083316	150083466	chr1-150083316-150083466
chr1	150119162	150119448	chr1-150119162-150119448
chr1	150123089	150124399	chr1-150123089-150124399
chr1	150158937	150159973	chr1-150158937-150159973
chr1	150194048	150194315	chr1-150194048-150194315
chr1	150227824	150228854	chr1-150227824-150228854
chr1	150294928	150294995	chr1-150294928-150294995
chr1	150335878	150337539	chr1-150335878-150337539
chr1	150533502	150534893	chr1-150533502-150534893
chr1	150539776	150542604	chr1-150539776-150542604
chr1	150586037	150586555	chr1-150586037-150586555
chr1	150588231	150588528	chr1-150588231-150588528
chr1	150601354	150602536	chr1-150601354-150602536
chr1	150738043	150738538	chr1-150738043-150738538
chr1	150753738	150753898	chr1-150753738-150753898
chr1	150862265	150862875	chr1-150862265-150862875
chr1	150894895	150895223	chr1-150894895-150895223
chr1	150968368	150968814	chr1-150968368-150968814
chr1	151028746	151029255	chr1-151028746-151029255
chr1	151148552	151148662	chr1-151148552-151148662
chr1	151416263	151416974	chr1-151416263-151416974
chr1	151578952	151579082	chr1-151578952-151579082
chr1	151693913	151694318	chr1-151693913-151694318
chr1	151818773	151819723	chr1-151818773-151819723
chr1	151820694	151821502	chr1-151820694-151821502
chr1	151826251	151826313	chr1-151826251-151826313
chr1	151832380	151832482	chr1-151832380-151832482
chr1	151940259	151940893	chr1-151940259-151940893
chr1	151945285	151945724	chr1-151945285-151945724
chr1	151956265	151957406	chr1-151956265-151957406
chr1	151968387	151968531	chr1-151968387-151968531
chr1	152082871	152085143	chr1-152082871-152085143
chr1	152186299	152187807	chr1-152186299-152187807
chr1	152187886	152188853	chr1-152187886-152188853
chr1	152188871	152188997	chr1-152188871-152188997
chr1	152189080	152189500	chr1-152189080-152189500
chr1	153232091	153232380	chr1-153232091-153232380
chr1	153504525	153504997	chr1-153504525-153504997
chr1	153517382	153518599	chr1-153517382-153518599
chr1	153643194	153644602	chr1-153643194-153644602
chr1	153651143	153652397	chr1-153651143-153652397
chr1	153689888	153690075	chr1-153689888-153690075
chr1	153721798	153722329	chr1-153721798-153722329
chr1	153762003	153762461	chr1-153762003-153762461
chr1	153793934	153794069	chr1-153793934-153794069
chr1	153821971	153822471	chr1-153821971-153822471
chr1	153838774	153838883	chr1-153838774-153838883
chr1	153892909	153893197	chr1-153892909-153893197
chr1	153928017	153928342	chr1-153928017-153928342
chr1	153930082	153931468	chr1-153930082-153931468
chr1	153936065	153936592	chr1-153936065-153936592
chr1	153949195	153950818	chr1-153949195-153950818
chr1	153959231	153959848	chr1-153959231-153959848
chr1	154129990	154130933	chr1-154129990-154130933
chr1	154307436	154308061	chr1-154307436-154308061
chr1	154324884	154326316	chr1-154324884-154326316
chr1	154412150	154412445	chr1-154412150-154412445
chr1	154413830	154414699	chr1-154413830-154414699
chr1	154417467	154417962	chr1-154417467-154417962
chr1	154465720	154466291	chr1-154465720-154466291
chr1	154474145	154474236	chr1-154474145-154474236
chr1	154474262	154475266	chr1-154474262-154475266
chr1	154531068	154532377	chr1-154531068-154532377
chr1	154580055	154581265	chr1-154580055-154581265
chr1	154581781	154582361	chr1-154581781-154582361
chr1	154599468	154600903	chr1-154599468-154600903
chr1	154642132	154642608	chr1-154642132-154642608
chr1	154688245	154688855	chr1-154688245-154688855
chr1	154720213	154720981	chr1-154720213-154720981
chr1	154731645	154732069	chr1-154731645-154732069
chr1	154850936	154851245	chr1-154850936-154851245
chr1	154914855	154915511	chr1-154914855-154915511
chr1	154946618	154948300	chr1-154946618-154948300
chr1	154955396	154956122	chr1-154955396-154956122
chr1	155017341	155017824	chr1-155017341-155017824
chr1	155034040	155034399	chr1-155034040-155034399
chr1	155066757	155066837	chr1-155066757-155066837
chr1	155085233	155085345	chr1-155085233-155085345
chr1	155099171	155100180	chr1-155099171-155100180
chr1	155101316	155101716	chr1-155101316-155101716
chr1	155157822	155157965	chr1-155157822-155157965
chr1	155176684	155177064	chr1-155176684-155177064
chr1	155220098	155220942	chr1-155220098-155220942
chr1	155231473	155232493	chr1-155231473-155232493
chr1	155242971	155243627	chr1-155242971-155243627
chr1	155265207	155265322	chr1-155265207-155265322
chr1	155278114	155279081	chr1-155278114-155279081
chr1	155505825	155507001	chr1-155505825-155507001
chr1	155509743	155510609	chr1-155509743-155510609
chr1	155521491	155521936	chr1-155521491-155521936
chr1	155606730	155607692	chr1-155606730-155607692
chr1	155826768	155827346	chr1-155826768-155827346
chr1	155828832	155830534	chr1-155828832-155830534
chr1	155903870	155904608	chr1-155903870-155904608
chr1	155915749	155916578	chr1-155915749-155916578
chr1	155946447	155947255	chr1-155946447-155947255
chr1	155949097	155949588	chr1-155949097-155949588
chr1	155990072	155991099	chr1-155990072-155991099
chr1	155995788	155996249	chr1-155995788-155996249
chr1	156036086	156036543	chr1-156036086-156036543
chr1	156052085	156052845	chr1-156052085-156052845
chr1	156123756	156124438	chr1-156123756-156124438
chr1	156163360	156164280	chr1-156163360-156164280
chr1	156182624	156183339	chr1-156182624-156183339
chr1	156194973	156195804	chr1-156194973-156195804
chr1	156196166	156196352	chr1-156196166-156196352
chr1	156215174	156216055	chr1-156215174-156216055
chr1	156227640	156227762	chr1-156227640-156227762
chr1	156251115	156251511	chr1-156251115-156251511
chr1	156265095	156265784	chr1-156265095-156265784
chr1	156307655	156308705	chr1-156307655-156308705
chr1	156435566	156435704	chr1-156435566-156435704
chr1	156450439	156451627	chr1-156450439-156451627
chr1	156457718	156459861	chr1-156457718-156459861
chr1	156470153	156471669	chr1-156470153-156471669
chr1	156474259	156475331	chr1-156474259-156475331
chr1	156493978	156494908	chr1-156493978-156494908
chr1	156495073	156495203	chr1-156495073-156495203
chr1	156520048	156520184	chr1-156520048-156520184
chr1	156527144	156528314	chr1-156527144-156528314
chr1	156551237	156552824	chr1-156551237-156552824
chr1	156553943	156554053	chr1-156553943-156554053
chr1	156569552	156570414	chr1-156569552-156570414
chr1	156599669	156599829	chr1-156599669-156599829
chr1	156611984	156612347	chr1-156611984-156612347
chr1	156613561	156614072	chr1-156613561-156614072
chr1	156670585	156670998	chr1-156670585-156670998
chr1	156697861	156698355	chr1-156697861-156698355
chr1	156717095	156717372	chr1-156717095-156717372
chr1	156719683	156720286	chr1-156719683-156720286
chr1	156727865	156728484	chr1-156727865-156728484
chr1	156736570	156737724	chr1-156736570-156737724
chr1	156766993	156767514	chr1-156766993-156767514
chr1	156777247	156777896	chr1-156777247-156777896
chr1	156803482	156803755	chr1-156803482-156803755
chr1	156805798	156806334	chr1-156805798-156806334
chr1	156814932	156815565	chr1-156814932-156815565
chr1	156829252	156830909	chr1-156829252-156830909
chr1	156862004	156862958	chr1-156862004-156862958
chr1	156868013	156868326	chr1-156868013-156868326
chr1	157475546	157475686	chr1-157475546-157475686
chr1	157567885	157568248	chr1-157567885-157568248
chr1	157598520	157599058	chr1-157598520-157599058
chr1	157665146	157665541	chr1-157665146-157665541
chr1	157666914	157667802	chr1-157666914-157667802
chr1	157670247	157670926	chr1-157670247-157670926
chr1	157674839	157674892	chr1-157674839-157674892
chr1	157692849	157693425	chr1-157692849-157693425
chr1	157694670	157695242	chr1-157694670-157695242
chr1	157705927	157706057	chr1-157705927-157706057
chr1	157718146	157718654	chr1-157718146-157718654
chr1	157743465	157744083	chr1-157743465-157744083
chr1	157933569	157933818	chr1-157933569-157933818
chr1	157961868	157962357	chr1-157961868-157962357
chr1	158789073	158789821	chr1-158789073-158789821
chr1	158799980	158800572	chr1-158799980-158800572
chr1	158894064	158895006	chr1-158894064-158895006
chr1	158902077	158902280	chr1-158902077-158902280
chr1	158911076	158911439	chr1-158911076-158911439
chr1	158948369	158949162	chr1-158948369-158949162
chr1	158965988	158966663	chr1-158965988-158966663
chr1	158981707	158981773	chr1-158981707-158981773
chr1	158982287	158982641	chr1-158982287-158982641
chr1	159102072	159102222	chr1-159102072-159102222
chr1	159167918	159168002	chr1-159167918-159168002
chr1	159769444	159770617	chr1-159769444-159770617
chr1	159773637	159773980	chr1-159773637-159773980
chr1	159795719	159797697	chr1-159795719-159797697
chr1	159859857	159859981	chr1-159859857-159859981
chr1	159928822	159928977	chr1-159928822-159928977
chr1	160078874	160078992	chr1-160078874-160078992
chr1	160398592	160400022	chr1-160398592-160400022
chr1	160402112	160402831	chr1-160402112-160402831
chr1	160407390	160408877	chr1-160407390-160408877
chr1	160421234	160421790	chr1-160421234-160421790
chr1	160423174	160423674	chr1-160423174-160423674
chr1	160425036	160425167	chr1-160425036-160425167
chr1	160489173	160490236	chr1-160489173-160490236
chr1	160513874	160514873	chr1-160513874-160514873
chr1	160528442	160530860	chr1-160528442-160530860
chr1	160534616	160534929	chr1-160534616-160534929
chr1	160537357	160538614	chr1-160537357-160538614
chr1	160544930	160545195	chr1-160544930-160545195
chr1	160545335	160545586	chr1-160545335-160545586
chr1	160546179	160546969	chr1-160546179-160546969
chr1	160547585	160549452	chr1-160547585-160549452
chr1	160550269	160550755	chr1-160550269-160550755
chr1	160576646	160577508	chr1-160576646-160577508
chr1	160606369	160606620	chr1-160606369-160606620
chr1	160655254	160655375	chr1-160655254-160655375
chr1	160677111	160677633	chr1-160677111-160677633
chr1	160678057	160678162	chr1-160678057-160678162
chr1	160678647	160679053	chr1-160678647-160679053
chr1	160683921	160684674	chr1-160683921-160684674
chr1	160713984	160714700	chr1-160713984-160714700
chr1	160725547	160726852	chr1-160725547-160726852
chr1	160751838	160752416	chr1-160751838-160752416
chr1	160767619	160768200	chr1-160767619-160768200
chr1	160775777	160776322	chr1-160775777-160776322
chr1	160777083	160777485	chr1-160777083-160777485
chr1	160820423	160820586	chr1-160820423-160820586
chr1	160824881	160824982	chr1-160824881-160824982
chr1	160825097	160826100	chr1-160825097-160826100
chr1	160831814	160832956	chr1-160831814-160832956
chr1	161033766	161034249	chr1-161033766-161034249
chr1	161036473	161036788	chr1-161036473-161036788
chr1	161037967	161038654	chr1-161037967-161038654
chr1	161151972	161152534	chr1-161151972-161152534
chr1	161154775	161155906	chr1-161154775-161155906
chr1	161164849	161165381	chr1-161164849-161165381
chr1	161379389	161380181	chr1-161379389-161380181
chr1	161412172	161412616	chr1-161412172-161412616
chr1	161419693	161419915	chr1-161419693-161419915
chr1	161420105	161420378	chr1-161420105-161420378
chr1	161434484	161434775	chr1-161434484-161434775
chr1	161441673	161442188	chr1-161441673-161442188
chr1	161511458	161512195	chr1-161511458-161512195
chr1	161514817	161515492	chr1-161514817-161515492
chr1	161524653	161525369	chr1-161524653-161525369
chr1	161549374	161550345	chr1-161549374-161550345
chr1	161593012	161593538	chr1-161593012-161593538
chr1	161596238	161596924	chr1-161596238-161596924
chr1	161606133	161606762	chr1-161606133-161606762
chr1	161631299	161632134	chr1-161631299-161632134
chr1	161747041	161747437	chr1-161747041-161747437
chr1	161931887	161932519	chr1-161931887-161932519
chr1	161940590	161940699	chr1-161940590-161940699
chr1	162122042	162122528	chr1-162122042-162122528
chr1	162535403	162535515	chr1-162535403-162535515
chr1	162804932	162805132	chr1-162804932-162805132
chr1	165815121	165815532	chr1-165815121-165815532
chr1	165866372	165867032	chr1-165866372-165867032
chr1	166052995	166053273	chr1-166052995-166053273
chr1	166134331	166134762	chr1-166134331-166134762
chr1	166135340	166136225	chr1-166135340-166136225
chr1	166136404	166137040	chr1-166136404-166137040
chr1	167204023	167204523	chr1-167204023-167204523
chr1	167246316	167246427	chr1-167246316-167246427
chr1	167343269	167344120	chr1-167343269-167344120
chr1	168118270	168118410	chr1-168118270-168118410
chr1	168196553	168196643	chr1-168196553-168196643
chr1	168469010	168469302	chr1-168469010-168469302
chr1	168473422	168474193	chr1-168473422-168474193
chr1	168479079	168480120	chr1-168479079-168480120
chr1	168489163	168490111	chr1-168489163-168490111
chr1	168490402	168491304	chr1-168490402-168491304
chr1	168504440	168505325	chr1-168504440-168505325
chr1	168511814	168512633	chr1-168511814-168512633
chr1	168523183	168523909	chr1-168523183-168523909
chr1	168524457	168525272	chr1-168524457-168525272
chr1	168526824	168527365	chr1-168526824-168527365
chr1	168548199	168548557	chr1-168548199-168548557
chr1	168793461	168794122	chr1-168793461-168794122
chr1	169063341	169063564	chr1-169063341-169063564
chr1	169108237	169108582	chr1-169108237-169108582
chr1	171496022	171496190	chr1-171496022-171496190
chr1	171955519	171955584	chr1-171955519-171955584
chr1	172381035	172381442	chr1-172381035-172381442
chr1	172615834	172616735	chr1-172615834-172616735
chr1	172644078	172644944	chr1-172644078-172644944
chr1	172693870	172694766	chr1-172693870-172694766
chr1	172719333	172719424	chr1-172719333-172719424
chr1	172723142	172723413	chr1-172723142-172723413
chr1	172747822	172748643	chr1-172747822-172748643
chr1	172787530	172787775	chr1-172787530-172787775
chr1	172787997	172789030	chr1-172787997-172789030
chr1	172814363	172814939	chr1-172814363-172814939
chr1	172839833	172840767	chr1-172839833-172840767
chr1	172844082	172844434	chr1-172844082-172844434
chr1	172863652	172864854	chr1-172863652-172864854
chr1	172868133	172868204	chr1-172868133-172868204
chr1	173159716	173159938	chr1-173159716-173159938
chr1	173165602	173165687	chr1-173165602-173165687
chr1	173175877	173176502	chr1-173175877-173176502
chr1	173329750	173330071	chr1-173329750-173330071
chr1	173585539	173586601	chr1-173585539-173586601
chr1	173839338	173839902	chr1-173839338-173839902
chr1	173855809	173856564	chr1-173855809-173856564
chr1	174122009	174123218	chr1-174122009-174123218
chr1	174126426	174126596	chr1-174126426-174126596
chr1	174130509	174130939	chr1-174130509-174130939
chr1	174134706	174136288	chr1-174134706-174136288
chr1	174758704	174758874	chr1-174758704-174758874
chr1	174885663	174886242	chr1-174885663-174886242
chr1	175070956	175071342	chr1-175070956-175071342
chr1	175143546	175144446	chr1-175143546-175144446
chr1	175483521	175484302	chr1-175483521-175484302
chr1	176101864	176102297	chr1-176101864-176102297
chr1	176365028	176365846	chr1-176365028-176365846
chr1	177150579	177151153	chr1-177150579-177151153
chr1	177917470	177917727	chr1-177917470-177917727
chr1	179003571	179004240	chr1-179003571-179004240
chr1	179006137	179006816	chr1-179006137-179006816
chr1	179114787	179115088	chr1-179114787-179115088
chr1	179712718	179712940	chr1-179712718-179712940
chr1	180159148	180159753	chr1-180159148-180159753
chr1	180161349	180161963	chr1-180161349-180161963
chr1	180615142	180616068	chr1-180615142-180616068
chr1	180821197	180821659	chr1-180821197-180821659
chr1	180878092	180878289	chr1-180878092-180878289
chr1	180881485	180882182	chr1-180881485-180882182
chr1	180950614	180951440	chr1-180950614-180951440
chr1	180988553	180988725	chr1-180988553-180988725
chr1	181013459	181014070	chr1-181013459-181014070
chr1	181143182	181143305	chr1-181143182-181143305
chr1	181451891	181451963	chr1-181451891-181451963
chr1	181483505	181484082	chr1-181483505-181484082
chr1	181697915	181698286	chr1-181697915-181698286
chr1	182269984	182270456	chr1-182269984-182270456
chr1	183447209	183448240	chr1-183447209-183448240
chr1	184129412	184129934	chr1-184129412-184129934
chr1	184130607	184130764	chr1-184130607-184130764
chr1	184349432	184350153	chr1-184349432-184350153
chr1	184596010	184596125	chr1-184596010-184596125
chr1	184601578	184601729	chr1-184601578-184601729
chr1	184712048	184712856	chr1-184712048-184712856
chr1	184714857	184715648	chr1-184714857-184715648
chr1	184861294	184861892	chr1-184861294-184861892
chr1	186834300	186834804	chr1-186834300-186834804
chr1	192489331	192489718	chr1-192489331-192489718
chr1	192499243	192500642	chr1-192499243-192500642
chr1	192512707	192512878	chr1-192512707-192512878
chr1	192513940	192514683	chr1-192513940-192514683
chr1	192515230	192516217	chr1-192515230-192516217
chr1	192519681	192520741	chr1-192519681-192520741
chr1	192521781	192522374	chr1-192521781-192522374
chr1	192524131	192524328	chr1-192524131-192524328
chr1	192527943	192529225	chr1-192527943-192529225
chr1	192547759	192549010	chr1-192547759-192549010
chr1	192549355	192551088	chr1-192549355-192551088
chr1	192602214	192602685	chr1-192602214-192602685
chr1	192672210	192673264	chr1-192672210-192673264
chr1	192826581	192826913	chr1-192826581-192826913
chr1	192854661	192854766	chr1-192854661-192854766
chr1	192886522	192886586	chr1-192886522-192886586
chr1	193100610	193100868	chr1-193100610-193100868
chr1	193501944	193502109	chr1-193501944-193502109
chr1	197109128	197109906	chr1-197109128-197109906
chr1	198133841	198133978	chr1-198133841-198133978
chr1	198154912	198155169	chr1-198154912-198155169
chr1	198215360	198215478	chr1-198215360-198215478
chr1	198598609	198599153	chr1-198598609-198599153
chr1	198757563	198758260	chr1-198757563-198758260
chr1	198895987	198896528	chr1-198895987-198896528
chr1	199187094	199187976	chr1-199187094-199187976
chr1	200044678	200044969	chr1-200044678-200044969
chr1	200087959	200088284	chr1-200087959-200088284
chr1	200098295	200099215	chr1-200098295-200099215
chr1	200115395	200115649	chr1-200115395-200115649
chr1	200122291	200123803	chr1-200122291-200123803
chr1	200154809	200155086	chr1-200154809-200155086
chr1	200186878	200187086	chr1-200186878-200187086
chr1	200323540	200323795	chr1-200323540-200323795
chr1	200440295	200440603	chr1-200440295-200440603
chr1	200442468	200443893	chr1-200442468-200443893
chr1	200499585	200500488	chr1-200499585-200500488
chr1	200530217	200531181	chr1-200530217-200531181
chr1	200831155	200832919	chr1-200831155-200832919
chr1	200835788	200836004	chr1-200835788-200836004
chr1	200858747	200858981	chr1-200858747-200858981
chr1	200907975	200908805	chr1-200907975-200908805
chr1	201020604	201021020	chr1-201020604-201021020
chr1	201026293	201026604	chr1-201026293-201026604
chr1	201026689	201026796	chr1-201026689-201026796
chr1	201252325	201252766	chr1-201252325-201252766
chr1	201437696	201438718	chr1-201437696-201438718
chr1	202048346	202048489	chr1-202048346-202048489
chr1	202123952	202124853	chr1-202123952-202124853
chr1	202128774	202130035	chr1-202128774-202130035
chr1	202131222	202131473	chr1-202131222-202131473
chr1	202131899	202132376	chr1-202131899-202132376
chr1	202133627	202134693	chr1-202133627-202134693
chr1	202152738	202153235	chr1-202152738-202153235
chr1	202158188	202158447	chr1-202158188-202158447
chr1	202162946	202163106	chr1-202162946-202163106
chr1	202166622	202167554	chr1-202166622-202167554
chr1	202170410	202170917	chr1-202170410-202170917
chr1	202172545	202173227	chr1-202172545-202173227
chr1	202179454	202179826	chr1-202179454-202179826
chr1	202183169	202183562	chr1-202183169-202183562
chr1	202196580	202197357	chr1-202196580-202197357
chr1	202205405	202206473	chr1-202205405-202206473
chr1	202457282	202457749	chr1-202457282-202457749
chr1	202530976	202531177	chr1-202530976-202531177
chr1	202534970	202535072	chr1-202534970-202535072
chr1	202535150	202535314	chr1-202535150-202535314
chr1	202569340	202569472	chr1-202569340-202569472
chr1	202598140	202598892	chr1-202598140-202598892
chr1	203044971	203045142	chr1-203044971-203045142
chr1	203482177	203482831	chr1-203482177-203482831
chr1	203582129	203582749	chr1-203582129-203582749
chr1	203594703	203595393	chr1-203594703-203595393
chr1	203617487	203617659	chr1-203617487-203617659
chr1	203621946	203622686	chr1-203621946-203622686
chr1	203624724	203625371	chr1-203624724-203625371
chr1	203634422	203634544	chr1-203634422-203634544
chr1	203723515	203724074	chr1-203723515-203724074
chr1	203725097	203726217	chr1-203725097-203726217
chr1	204174200	204174389	chr1-204174200-204174389
chr1	204338213	204338574	chr1-204338213-204338574
chr1	204421940	204422779	chr1-204421940-204422779
chr1	204433584	204433676	chr1-204433584-204433676
chr1	204513366	204514098	chr1-204513366-204514098
chr1	204514966	204515457	chr1-204514966-204515457
chr1	204547857	204548157	chr1-204547857-204548157
chr1	204692222	204692759	chr1-204692222-204692759
chr1	204961363	204961855	chr1-204961363-204961855
chr1	204997123	204997280	chr1-204997123-204997280
chr1	205249185	205249330	chr1-205249185-205249330
chr1	205282222	205283404	chr1-205282222-205283404
chr1	205308790	205309197	chr1-205308790-205309197
chr1	205409481	205410803	chr1-205409481-205410803
chr1	205428224	205428312	chr1-205428224-205428312
chr1	205538194	205538290	chr1-205538194-205538290
chr1	205551510	205552030	chr1-205551510-205552030
chr1	205562546	205563200	chr1-205562546-205563200
chr1	205569416	205569678	chr1-205569416-205569678
chr1	205626801	205627110	chr1-205626801-205627110
chr1	205627989	205628644	chr1-205627989-205628644
chr1	205648873	205649647	chr1-205648873-205649647
chr1	205701506	205701736	chr1-205701506-205701736
chr1	205751722	205752197	chr1-205751722-205752197
chr1	205774443	205774855	chr1-205774443-205774855
chr1	205858281	205858356	chr1-205858281-205858356
chr1	206084049	206084490	chr1-206084049-206084490
chr1	206097648	206098128	chr1-206097648-206098128
chr1	206100684	206100741	chr1-206100684-206100741
chr1	206102315	206102379	chr1-206102315-206102379
chr1	206277492	206277606	chr1-206277492-206277606
chr1	206287931	206288150	chr1-206287931-206288150
chr1	206290117	206290518	chr1-206290117-206290518
chr1	206639383	206639563	chr1-206639383-206639563
chr1	206640472	206640778	chr1-206640472-206640778
chr1	206642912	206644961	chr1-206642912-206644961
chr1	206645979	206646056	chr1-206645979-206646056
chr1	206728792	206728965	chr1-206728792-206728965
chr1	206729527	206729876	chr1-206729527-206729876
chr1	206751605	206751934	chr1-206751605-206751934
chr1	206853143	206853242	chr1-206853143-206853242
chr1	206886484	206886763	chr1-206886484-206886763
chr1	206887891	206888464	chr1-206887891-206888464
chr1	206889106	206889837	chr1-206889106-206889837
chr1	206912886	206913447	chr1-206912886-206913447
chr1	206930881	206931718	chr1-206930881-206931718
chr1	206942418	206943213	chr1-206942418-206943213
chr1	206944001	206944080	chr1-206944001-206944080
chr1	206945348	206945765	chr1-206945348-206945765
chr1	206945774	206945841	chr1-206945774-206945841
chr1	206955784	206956329	chr1-206955784-206956329
chr1	206957648	206958324	chr1-206957648-206958324
chr1	206959634	206960126	chr1-206959634-206960126
chr1	207057351	207057485	chr1-207057351-207057485
chr1	207073899	207073983	chr1-207073899-207073983
chr1	207094906	207095593	chr1-207094906-207095593
chr1	207098250	207099077	chr1-207098250-207099077
chr1	207117951	207118753	chr1-207117951-207118753
chr1	207213295	207213473	chr1-207213295-207213473
chr1	207459760	207459870	chr1-207459760-207459870
chr1	207588003	207588153	chr1-207588003-207588153
chr1	207996024	207996422	chr1-207996024-207996422
chr1	207997202	207997667	chr1-207997202-207997667
chr1	208056076	208057379	chr1-208056076-208057379
chr1	208259683	208260625	chr1-208259683-208260625
chr1	208712051	208712236	chr1-208712051-208712236
chr1	208714830	208715360	chr1-208714830-208715360
chr1	208716495	208716715	chr1-208716495-208716715
chr1	208825763	208826071	chr1-208825763-208826071
chr1	208905784	208906317	chr1-208905784-208906317
chr1	209161820	209162737	chr1-209161820-209162737
chr1	209924978	209925671	chr1-209924978-209925671
chr1	210058145	210058367	chr1-210058145-210058367
chr1	210110996	210111244	chr1-210110996-210111244
chr1	210520437	210520960	chr1-210520437-210520960
chr1	210755671	210756188	chr1-210755671-210756188
chr1	210866453	210866647	chr1-210866453-210866647
chr1	211501716	211503602	chr1-211501716-211503602
chr1	211868478	211869136	chr1-211868478-211869136
chr1	211870971	211871084	chr1-211870971-211871084
chr1	211913084	211914165	chr1-211913084-211914165
chr1	212211342	212211485	chr1-212211342-212211485
chr1	212213886	212214570	chr1-212213886-212214570
chr1	212227438	212227498	chr1-212227438-212227498
chr1	212404689	212405644	chr1-212404689-212405644
chr1	212477959	212478122	chr1-212477959-212478122
chr1	212489255	212489794	chr1-212489255-212489794
chr1	212739816	212740907	chr1-212739816-212740907
chr1	212769287	212770247	chr1-212769287-212770247
chr1	212864867	212865238	chr1-212864867-212865238
chr1	212967915	212968377	chr1-212967915-212968377
chr1	213007054	213007732	chr1-213007054-213007732
chr1	213123595	213124469	chr1-213123595-213124469
chr1	213181685	213182592	chr1-213181685-213182592
chr1	213263366	213263883	chr1-213263366-213263883
chr1	213324424	213325612	chr1-213324424-213325612
chr1	213885310	213885876	chr1-213885310-213885876
chr1	213935434	213935833	chr1-213935434-213935833
chr1	214158439	214158535	chr1-214158439-214158535
chr1	214158627	214158961	chr1-214158627-214158961
chr1	214161194	214161582	chr1-214161194-214161582
chr1	214296585	214296804	chr1-214296585-214296804
chr1	214724517	214724804	chr1-214724517-214724804
chr1	214724887	214725192	chr1-214724887-214725192
chr1	215740315	215741772	chr1-215740315-215741772
chr1	216774390	216774512	chr1-216774390-216774512
chr1	218772100	218772475	chr1-218772100-218772475
chr1	220101304	220101899	chr1-220101304-220101899
chr1	220101969	220102238	chr1-220101969-220102238
chr1	221047692	221047789	chr1-221047692-221047789
chr1	221052041	221053618	chr1-221052041-221053618
chr1	221861851	221862089	chr1-221861851-221862089
chr1	221927477	221928507	chr1-221927477-221928507
chr1	222220121	222220538	chr1-222220121-222220538
chr1	222221753	222221890	chr1-222221753-222221890
chr1	222650181	222650317	chr1-222650181-222650317
chr1	223071017	223071976	chr1-223071017-223071976
chr1	223163202	223163259	chr1-223163202-223163259
